Video Id,Title,Transcript
feL8t43tLZA,The WAGYU Big Mac (Car Cooking pt4) #shorts,we got this beautiful wagyu ground beef and we're here at mcdonald's! could i please have a big mac hold the beef *you want extra beef?* hold the beef *ohh no meat* right yep thank you thank you! find a very public parking spot form your black hawk farms patties *little sister: i don't want to do this* max: it's fine! and be sure to comfort your little sister just a couple minutes on the beefer for an incredible sear flip and avoid eye contact with the lady at the drive-through and that is burger perfection back inside it's time to assemble stack your patties and this is the result mmmm
hSD48Iop-Ms,Worlds Most EXPENSIVE Beef Jerky (A5 Wagyu Filet Mignon) #shorts,this is a wagyu a5 tenderloin and we're making the most expensive beef jerky i could only afford one slice so kept the marinade simple: soy sauce brown sugar garlic ginger sesame oil marinate a couple hours and into the dehydrator after six hours this is the result this one was tough to describe it was juicy tender mouth-watering meat candy bliss
OxWnNyImzw4,BACON Bread: BLT & Salad Bowl #shorts,this is the bacon weave blt slice your squares and also a circle for a blt salad bowl bake for one hour bacon weave bread now our miracle whip psych we use mayo heirloom tomatoes and assemble fill your salad bowl and hit it with the balsamic keto friendly delicious and you know we got that crunch going in mmmm
WhTiePz20IU,The GOLDEN Goldfish #shorts,today we're taking goldfish to a whole new level this is 24 karat gold and this is chilean sea bass the wagyu of the sea miso mirin maple soy sauce sesame ginger that's the marinade baby bok choy shiitake mushrooms marinade for three hours don't forget to make your bed tuck that sea bass in it's nap time baby bamboo shoots are soft make them crispy now we assemble top your golden fish with a golden goldfish sometimes we go all in
BUP7MiEFrcU,Cooking BAMBI: ASMR #shorts,!X! SUBTITLES DISABLED !X!
_x1rQpyQy4A,WAGYU Nachos #shorts,today we're making the most insane wagyu smash burger nachos this is american wagyu from blackhawk farm traditional ground beef nacho toppers are soggy we smash for that crust a cornucopia of colors for our smoky salsa too early for shots so i gave one to the guac and assembled pepper jack cheddar wagyu smoky cheesy savory that is why we do what we do
zNjnRDFKv8M,Salmon CANDY #shorts,today we're making salmon candy slice your salmon and make a brine: soy sauce mirin brown sugar ginger the bbq rub mix and marinade for two hours lay on your racks and hit it with more bbq rub and sesame seeds low temp oven and this is the result: delicate with a beautifully dense interior take your salmon to the next level dm on instagram for the full recipe and enjoy!
cyrVgqAD6xc,Candied BACON x Ice Cream #shorts,vegans keep scrolling this video is not for you heritage bread bacon savory beef rub balances maple syrup and brown sugar it's ridiculous but we're taking things one step further now be assembled send your sandwich down a candied bacon runway it's time for liftoff oh my god like and follow if you enjoyed this if you didn't it probably means you're one of the
uNCxAk6ozPE,Tofu RIBS #shorts,today we're making vegan baby back ribs yes you heard that right! slice your extra firm tofu and add your vegan breadstick bones oil as a binder and season with killer hogs (link in caption if you want this rub!) get them on the grill applewood low and slow corn as a side dish and glaze once your bark has formed these ribs are cooked to perfection sweet and smoky you're not looking for fall off the bone that's a clean bite honestly these came out way better than expected and compared to the real deal these taste like absolutely *$!#
wJXmkEN2XrA,Golden GLIZZY Wellington! #shorts,after the glizzy wellington part 2 chef ramsay's silence has been deafening so i went back to the drawing board you're not going to believe what i came up with get started on your beef wellington i've chopped so many mushrooms this week i can do it in my sleep i've been trying to work with gordon's comments instead of putting the glizzy inside the wellington it's going in its natural habitat a hot dog bun except i'm making it out of beef wellington this metal tube is going to help shape the bun and assemble wrap up your present had to get creative with the cooking apparatus to ensure even cooking pretend you're gordon ramsay and here we go cook your glizzy and admire your wellington hot dog bun as i added the glizzy something just didn't feel right this glizzy deserves better add your 24 karat armor i give you the golden glizzy is this the future of the wellington or a straight-up idiot sandwich only chef
7MwM4I91o1Q,LOBSTER Hacks #shorts,three hacks to get more out of your lobster just like beef lobster tail has a grain cut against it for a tender bite hidden pocket of meat on either side just like crabs lobsters have tons of meat in their joints so keep that body
OfVHuqUGlyg,Hot dog OR Hamburger? #shorts,the age-old question hot dog or hamburger with this recipe you no longer have to decide black hawk farms ground beef and add your chili cheese dog filling hot dog cheddar chili wrap up your present slice some thick patties and get them on the grill smoke over applewood toast your buns and assemble this is the chili cheese dog burger and if you've been getting value for my content i'd appreciate the follow on instagram wow so juicy cheesy that is amazing
U-Lk0uoMN7I,BACON Studded Smoked SALMON #shorts,today we're making the most incredible salmon dish just like beef salmon has marbling so talk to your butcher and get a center-cut piece with plenty of intramuscular fat first step is to brine we're going to keep it simple: season as you normally would with salt then add 50 percent more add double that amount of brown sugar this isn't rocket science it's salmon fridge overnight wash it pat it dry low sodium barbecue rub four more hours in the fridge to develop the pellicle salmon and citrus let's hit the grill don't forget to make your bed tuck that salmon in it's nap time clean applewood smoke is the blanket this basting sauce is packed with umami: miso maple syrup and bacon now we glaze jalapeno cream cheese capers jalapenos lemon juice and rub served hot or cold this is smoked salmon perfection studded with candied bacon fortified with citrusy notes this is why we do what we do
6kKfZQ8u4T8,Eating a 300 DAY Old Steak RAW #shorts,this steak has been dry aged for over 300 days today we're going to cut into it 300 days old this piece of meat is hard as a rock while it could be used as a hammer i'm gonna try to eat it while the inside looked like a fossil it had a pleasant nutty and blue cheese smell for comparison purposes i also cooked up a 60-day dry aged ribeye both of which sharing a distinct dry age smell back to the 300 day old steak time to sear looking more like a hockey puck than a steak i also decided to slice some of it raw and this is the result i started by trying the raw with the 60-day dry aged steak it's now time for the cooked one and that was a mistake
dOAyYRAPwr0,The GLIZZY Wellington Pt2 #shorts,chef ramsay you had some choice words for the glitzy wellington so i went back to the drawing board i have something you're gonna love sear your filet of beef top with english mustard we've done this before remove the water lay out your parma ham black pepper black truffle time to assemble but something just didn't feel right the grizzy don't let that glizzy curl on you lizzie's tucked up safe and sound let's put her to bed [music] wrap up your present and pretend you're gordon ramsay a sausage roll a wellington call it what you want all i know is we've reached meat inception
MWjQZ1Tx-20,The GLIZZY Wellington #shorts,you may have heard of the beef wellington this is the glizzy wine kielbasa the glitzy king smoked over applewood put the work in on those mushrooms let them soften and add your time now we assemble parma ham mushroom quizzy lay out that puff pastry and it's time to paint with that egg yolk wrap up your present [music] pretend you're gordon ramsay and here we go a golden crust welcomes quizzy goodness to the world [music] this is why we do what we do
-K6E6U58zGE,LOBSTER x Grilled Cheese #shorts,[music] today it's all about fresh boston lobster and get started on a super simple bisque wine herbs tomato paste lobster broth blend coconut milk and a whole bunch of lobster now for our grilled cheese the trick is low heat i added mozzarella parmesan plenty of lobster and a sharp provolone creamy crispy cheesy heaven follow on instagram if you enjoyed this content and yes we got that cheese pull
4IdSz2V4RF8,PORKLESS Salmon x Cinnamon Roll #shorts,this is a whole side of salmon and we're taking it to the next level season and let's make our filling lemon jalapeno capers dill bbq rub spread across the skin side and wrap up your present cut thick slices and admire your cinnamon bun salmon and citrus let's hit the grill don't forget to make your bed tuck that salmon in it's nap time applewood and time for our glaze orange candied pecans add that to maple and miso back on the grill it's time to paint let that tack up top with orange zest and this is the result salty sweet citrusy and show stopping this is the salmon cinnamon roll wow
oFhNJgWM6Y0,BRINGING THE MEATS to Arby’s: Car Cooking pt3 #shorts,got this beautiful prime rib and we're here at arby's welcome roast beef sandwich hold the roast beef um yeah and the toppings now that our prime rib is perfectly rested it's time to assemble layers of juicy beef homemade horseradish sauce today we have the meat
JWSZsYag6O4,Will it Wellington? CINNAMON ROLLS #shorts,these are cinnamon rolls but will they wellington lay out your puff pastry leaving space between each cinnamon bun cinnamon toast crunch candy bacon and wrap up your present egg wash bake icing more cinnamon toast crunch and candied bacon and this is the result cinnamon rolls 100 do wellington that was amazing
w8j9C0BbtDg,Swedish Fish #shorts,today we're making a swedish fish season and get it on the grill we're smoking with applewood low and slow and time for our glaze blood orange pomegranate cherries red wine and of course our swedish fish ruby red and rich and glaze let that tack up and this is the result tender smoky juicy this is a swedish fish that's amazing
YMrP85Olqa8,Surf & TURF Sushi #shorts,is special occasion sushi flat iron steaks are affordable but this marbling is ridiculous get started on that sushi with sesame ginger shiitake and wrap up that present render both sides of that blackhawk farms wagyu [music] turn this into a surf and turf by adding our caviar umami beefy curly flavor bombs
7VLkKClEug8,Hot Tub TUNA #shorts,we got this beautiful piece of tuna and we're cooking in the hot tub no sous-vide no problem at 104 we get a nice firm texture crack a bev this was the best party i've been to in months everything but the bagel crust and assembled wasabi dressing pickled radishes freshly grated buddhist hand for a citrusy note this is hot tub tuna
Z82F8XA68rc,Car Cooking pt2 THE McRIB #shorts,i got this beautiful rack of ribs and we're here at mcdonald's can i help you i could have a mick rib please hold the ribs yeah no rib meat that's it thanks thank you and homemade barbecue sauce and that's a mcrib
w6fdVersAmg,Smoked Bacon S’MORE Bombs #shorts,today we're bringing back childhood memories smoked bacon s'more bombs this is gonna blow your mind start by slow smoking that bacon over applewood hit it with a savory rub to cut the sweetness now let's have some fun puff pastry layers bacon chocolate marshmallows graham crackers chocolate bacon i call that a bbq haiku wrap up your present and here we go more bacon and marshmallows hit it with that torch full recipe and more on instagram sweet gooey savory exceptional this creation should not be legal
PN_1jWeLf2c,Ribs in a CORN DOG!! #shorts,these are fall off the bone ribs inside of a corndog smoke over applewood until they're this tender assemble your dogs and pretend you're wolverine [music] pull when golden brown [music] and go in
a42lVGMqACk,Garlic BOMBS! #shorts,these slow roasted garlic balms are the most simple way to take your steaks to the next level chop the tops and wrap those presents a teaspoon of olive oil fresh thyme and flaky salt roast for an hour at 300 fahrenheit until the tops start poking out these garlic bombs will take your steak eating experience to the next level and are guaranteed to impress there will be no leftovers you
GoofISdn2TQ,The PERFECT Bite: Bacon STUDDED Scallops & Caviar #shorts,today we're taking scallops to the next level season and sear your fresh scallops i'm using the beefer chop your crispy bacon vibrant blood orange and champagne velvety pink burblonk sauce coat your scallops down the bacon runway caviar and a fleck of gold as the finishing touch textures flavors silky buttery bites of bliss that's amazing
XD_O33aU9wU,FrankenSTEAK: Gluing a Filet to a Ribeye #shorts,this is wheat glue and we're making frankensteak start by removing the eye of the rib eye and this is meat glue apply to a filet mignon and glue to that rib eye cap sear and baste that frankensteak delicate tenderness from that fillet robust beefiness from that blackhawk farms rib eye cap combine the two for the perfect steak wow
6bXYJ4Z1Sc0,A5 Wagyu x PURPLE Cauliflower #shorts,today we're making wagyu and truffles with a bms score of 12 this is the pinnacle of wagyu a5 blue salt purple cauliflower season with salt and pepper time to sear beautiful crust from the dry brine baste with truffle butter and time to plate this is a fresh black truffle rich and earthy taking umami to the next level this was a bite i'll never forget that was amazing you
HZ-bqnA5ioQ,Grow a GLIZZY #shorts,right it finally came in the mail this is grow aguissy the instructions claim that this glizzy will grow up to 50 times its size when placed in water overnight at 3am i went down to check on its progress and couldn't believe my eyes it was a grower the next day i was in for a shock of a lifetime but most importantly had to see how it tastes pop that dano's trigger finger we're smoking over applewood low and slow glazed with barbecue sauce and this is the result edge to edge medium rare perfection go check out liam's lunchbox he made the most incredible bologna creation i've ever seen
hXFVFkNy01o,Bacon Stuffed BUNS Triple Smash Burger #shorts,this is the bacon bun smash burger alex the best chef hit me with the burger challenge so i'm starting with the triple smash fire alarms are an indication of a good crust next glaze your bacon and barbecue sauce these are not your typical hamburger buns cut your circles add your bacon puff pastry sesame seeds bake and assemble bun lettuce for the diet triple burger tomato onion top it off and that's a burger head over to my competitors alex the best chef and ryan can't cook do me a favor and blow up their accounts then let us know who won
DNaLdMOmSWw,SHREDDING a Wagyu Steak #shorts,!X! NO TRANSCRIPT AVAIALABLE !X!
IInYY3tkshE,PRIME RIB Laced w/ Bacon & Blue Cheese #shorts,this is a prime rib the holy grail of beef but i have an idea of how to take it to the next level traditional prime rib can have a bland interior by opening it up we add bacon and blue cheese to ensure perfectly crispy and juicy bites all throughout wrap up your present and let's tie her up this compound butter is where it's at: garlic herbs shallots barbecue rub if it looks like a lot of butter that's because it is we're smoking over applewood low and slow this roast needs the perfect beverage dirty gin martini with blue cheese stuffed olives and this is the result thick crust on the outside perfect medium rare on the inside laced with pockets of bacon a little dip in a liquid gold wow!
ROxD5KeuPTU,Fresh EEL Sushi #shorts,this is an eel and we're making sushi butterfly and remove the spine to expose this beautiful white meat eels are slimy! blanche to easily remove brown sugar sake mirin and soy to make our eel sauce and time to grill make sure to baste constantlythis is the color you're looking for and now we assemble adding some of that beautiful reduced eel sauce while not perfect my first attempt at unagi has allowed me to truly start to appreciate a dish i had always taken for granted and that is why i love to cook that's amazing!
-4MKnJY-2hc,VENISON Rib Roast #shorts,you're looking at free range venison from hawaii and this is the ribeye we're taking this to the next level season with beef rub then wrap each bone with bacon applewood low and slow this is a three component glaze balsamic brown sugar wild berries paint at 125 bowl at 135 fry mint parsley rosemary mustard seeds for the ultimate garnish and now we make art sticky and smoky crust surrounds a velvety medium rare interior juicy understatement hold on to your bacon handle as you enter meet heaven
d7aB-aTdc4c,Black Hawk BEEF Bomb #shorts,this is a skirt steak and we're taking it to the next level season and give your skirt steak a quick sear this filling is packed with flavor parsley jalapeno lemon bacon bro mix and add to your steak [music] roll it up and assemble your bacon weave [music] wrap up your present and let's take it to the grill [music] applewood low and slow crispy bacon surrounds layers of blackhawk farms wagyu this dish is guaranteed to impress and if you've gotten value for my content i'd really appreciate the follow on instagram little kick from the jalapeno creamy cheesy incredible
ja_Uw62RulA,Root Beer Glazed RIBS x Root Beer Float #shorts,today we're making the most incredible root beer glazed baby back ribs season we're smoking with applewood low and slow root beer barbecue sauce and whiskey for the glaze let that sauce tack up pull and this is the result tender and incredibly juicy we're bringing back childhood memories with a root beer float this bev was the cherry on top sweet and tangy this is a meal that hits the spot wow
Lkx2dacy-PQ,LAMB Rack x Balsamic Blackberry Glaze #shorts,today we're making a smoked rack of lamb lamb is my holiday favorite season and add your chopped herbs we're smoking with applewood low and slow equal parts sugar and water add some mint for a candied blackberry garnish time to sear once our lamb hits 120 internal balsamic brown sugar and blackberries for a simple glaze fried lemon peel and mustard seeds as the finishing touch for the bev you know i had to hit up bar chemistry yo max this lamb is popping so i made the perfect cocktail to pair with that for you learn how to make this on his page right now back to the lamb it's time to plate juicy and tender on the inside layers of flavors and textures on the outside a show-stopping centerpiece for the holidays wow
hBd1FRlHczg,Smoked SALMON x Cinnamon Roll #shorts,this is a whole side of salmon and we're taking it to the next level brine overnight and make your filling: cream cheese jalapeno lemon dill capers barbecue rub season lightly and add your filling wrap up your present cut thick slices and admire your cinnamon bun citrus and let's hit the grill don't forget to make your bed tuck that salmon in it's nap time smoke over applewood and let's make our glaze: miso maple and of course our candied bacon glaze and finish with lemon zest this is a showstopper and if you've gotten value from this content i'd appreciate the follow on instagram wow!
eqE0ag_XYsA,Will it Easy Bake: WAGYU A5 & Truffles #shorts,this is a wagyu a5 tenderloin but we gotta know will it easy bake we're keeping the seasoning simple with some kosher salt and add some truffle butter to your easy bake pan dust off your easy bake we're gonna reverse sear for about 8 minutes pull at 1 30 internal as your steak rests let your asparagus baste in that a5 fat and truffle butter finish your steak with a quick sear and it's time to plate juicy tender absolutely delicious once again proving that this underrated piece of kitchen equipment deserves a spot on the countertop
xdSGOWKt_6o,Holiday Tree. Meat Galore. #shorts,today we're making a filet mignon tree sear and get started on your beef wellington tree trunk let that chill in the fridge time for our bacon weave branches little grease spill no match for bounty the quicker picker-upper no holiday tree is complete without gifts below many immortal hot pockets with a candied bacon crunch and wrap up your present bounty to keep those hands clean and finish detailing your tree bark and now we assemble crispy bacon branches tender beefy presents gold-plated filet mignon star as the finishing touch i challenge you to share your craziest cooking creation using bounty reacts for a chance at a celebrity duet this is my type of plant-based diet
D1SeFPWNxss,Candied BACON: Chocolate x Sriracha #shorts,today we're making candied bacon thick cut bacon over medium heat two to three tablespoons of brown sugar and maple syrup when it starts to crisp up sriracha if you're in the mood for a kick wow great on its own throw it on a stick drizzle some chocolate for a next level salty sweet and spicy tree plow
ecxEdDh1GJ0,Boneless Wings EXPOSED #shorts,the truth is that boneless wings as we know them are simply glorified chicken nuggets cut the ends off your fried chicken wings and pull out the bones game changing wings need game changing sauces i give you fuego box the finest selection of small batch hot sauces toss in sauce and give them a second fry as we caramelize the sugars top with more fuego box check the link in my bio to get your hands on yours these are real deal boneless wings
wPm6qrUuvGI,Taco TWINKIE x Flaming Hot Mozzarella Stick #shorts,today we're making flaming hot mozzarella stick tacos chef halfrico hit me with the taco challenge so i'm starting with a blackhawk farm's flat iron cornucopia of colors for a spicy roasted green salsa quick sear on the steak all that marbling means it's gonna be juicy [music] flaming hot cheetos mozzarella lettuce and tomato and assemble mini steak taco bowl on the bottom flaming hot mozzarella stick as the top give it a quick fry and finish with lime zest savory crunchy and spicy i call this the taco twinkie check out my competitors nate and jerry and let us know who won wow that's amazing
OQ435x0Kf1s,The TURKEY FOOTBALL #shorts,it comes to thanksgiving two things come to mind turkey and football so today we're gonna combine the two stack your turkey breasts add your bacon weave and shape your football buffalo butter injections for the dark meat and get it on the grill applewood low and slow build our sausage roll goal posts and the lacing on our football glaze the breast dark meat toss and sauce stuffing end zones mashed potatoes and peas for the turf flick football and regret and now we assemble watch the full video on the whistle youtube channel and wishing everyone a happy thanksgiving
A9tZvbzU0zs,Will it EASY BAKE? pt2 Baby Back Ribs #shorts,i love me some baby back ribs but we gotta know will they easy bake season your ribs and prepare your easy bake today we're pushing the limits [music] after an hour and a half check out that color time for the texas crutch butter honey wrap once our internal hit 195 hit it with the sauce 30 more minutes and meat candy status has been achieved tender sticky the perfect bite like and follow then let me know what you want to see next wow i cannot believe this work
ya64LQKTGBs,Will it EASY BAKE? pt1 Ribeye and Potatoes 🥩🥔  #shorts,we all know that the rib eye is the best cut of beef but we gotta know will it easy bake i quickly unwrapped the greatest toy of all time kept the seasoning simple with salt pepper garlic powder then i added some garlic herbs and butter time to easy bake using the reverse sear method after nine minutes our steak hit 132 degrees the perfect medium rare [music] quick sear then plate no steak is complete without a side dish after an hour in the easy bake the roasted garlic potatoes were done juicy steak crispy potatoes i call that a success what should i eat to bake next
MWLYWOtmJVY,The STEAK Cake 🥩 🎂 #shorts,this is the steak cake! ribeye strip sirloin season with killer hogs and roll your bacon roses season with a sweet rub and get them on the grill applewood low and slow time for our creamy mashed potato icing back on the grill sear till 130f internal and now we assemble: ice the bone in ribeye and add your second layer top with black hawk farms wagyu and if this isn't what my future wedding cake looks like i don't want the wedding appreciate the follow on instagram if you enjoyed this content and yes everyone gets a slice! mmm
5OLKyNq1aF0,3 Perfect STEAK Sauces 🥩,!X! SUBTITLES DISABLED !X!
AqqH_AEcJ8Q,The Pork PRETZEL 🐽 + 🥨,this is the pork pretzel butterfly your pork loin pound it and slice your meat rope spin your pretzel and hit it with killer hogs got our pretzels let's take it to the grill applewood low and slow sweet bbq for one tangy vinegar for the other cinnamon sugar on the first flaky salt for the second these are my type of pretzels giving auntie anne's a run for their money any day of the week finish with truff and be sure to follow on instagram if you enjoyed this
IU_0YZ_Bshw,WELLINGTON Steak Cake! Happy Birthday Gordon Ramsay & Tilly Ramsay🥩🎂🥖,chef ramsay you've absolutely roasted me on the past couple steak cakes but today's the big day happy birthday i got something on my sleeve i know you're gonna love rib eye strip fillet this is wellington number seven for chef gordon and this time i can't afford a mistake go in on those mushrooms and assemble puff pastry prosciutto mushrooms egg yolk mustard for a kick and wrap up your presents pretend you're gordon ramsay and here we go wellington state cake but we're just getting started i give you donut crazy after being called a donut so many times i had to turn the tables this is the birthday wellington steak cake no birthday is complete without your favorite beer and this time no gray meat here happy birthday gordon wishing you a happy and healthy year ahead [music]
MZ5z_XEM0M8,Prime Rib Laced With BACON 🥩🥓,UNKNOWN ERROR
